CUST_ID,BALANCE_FREQUENCY,PURCHASES,PAYMENTS,CREDIT_LIMIT,CASH_ADVANCE
C11732,0.454545,1194.96,1381.551722,1600,0
C11733,0.818182,2365.07,3095.831769,9000,0
C11734,0.818182,0,1933.810453,1600,628.366944
C11735,1,61.99,6850.235626,6500,7448.32932
C11736,1,1391.89,2312.220888,7000,0
C11737,0.363636,0,566.644234,6000,5607.394437
C11738,1,0,128.371777,4000,116.632141
C11739,1,892.3,1065.80426,1800,295.812224
C11740,1,1081.23,1024.806886,2100,0
C11741,1,0,915.900602,4000,1448.031295
C11742,1,617.34,564.845244,1200,0
C11743,1,0,995.539176,8000,3162.719581
C11744,1,0,3603.147293,9000,3969.324981
C11745,1,1062.63,917.236699,6000,2687.982848
C11746,0.3,835.31,832.140348,7000,0
C11747,0.636364,675.53,1945.250404,4000,0
C11749,1,380.59,1172.022584,10000,118.972449
C11750,0.454545,159.84,110.860738,1000,0
C11751,1,276.52,927.381808,1500,584.976769
C11752,1,288.39,2155.314664,1400,0
C11753,1,4872.6,5031.032515,11500,0
C11754,1,741.66,3306.369832,4000,2710.997094
C11755,1,1433.26,3039.325393,7000,364.852384
C11756,1,0,1355.058674,6000,193.187682
C11757,1,0,680.388185,6000,3133.305504
C11758,1,4186.49,2710.98198,4000,0
C11759,1,1403.42,830.130725,8500,0
C11760,1,3584.8,1734.349114,15500,0
C11761,1,0,976.859575,4000,195.932353
C11762,1,0,6050.865303,4500,5184.090716
C11763,1,3243.86,3105.312146,8500,0
C11764,1,916.22,795.94344,6500,0
C11765,0.909091,12617.19,13733.55783,15000,0
C11766,1,1023.29,11320.00746,11500,16323.64243
C11767,1,1821.52,1543.210017,3000,0
C11768,1,0,750.160714,3000,341.360876
C11769,0.727273,0,1044.949836,3500,683.253783
C11770,1,2052.74,9076.561132,6500,3251.021027
C11771,1,1047.94,1032.089965,6000,0
C11773,1,1348.44,1258.023851,500,298.491305
C11774,0.909091,3256.15,3498.681846,6500,0
C11775,1,0,1708.484919,3000,1492.253356
C11776,1,2883.58,3051.442623,2000,0
C11777,1,1823.23,2107.740768,5750,0
C11778,1,1753.46,989.999739,2500,0
C11779,1,484.47,1086.417545,1500,402.906235
C11780,1,517.83,600.096058,6500,0
C11781,1,0,768.398403,3500,473.430801
C11782,0.222222,0,0,3000,116.193463
C11784,0.181818,69.57,411.825987,4000,0
C11785,1,1310.9,1425.2566,10000,0
C11786,1,4001.7,2259.241805,16000,0
C11787,1,2788.81,2803.353036,4000,266.383091
C11788,1,0,526.910053,1500,678.525863
C11789,1,60,453.421982,12500,0
C11790,1,211.07,3187.854069,5000,994.167915
C11791,0.1,0,648.301187,1500,197.521871
C11792,1,1106.62,1343.893653,6000,0
C11794,1,0,2185.377456,1200,1586.612256
C11795,1,4900,615.450902,10500,980.879554
C11796,1,128.8,277.766526,1200,0
C11797,1,1586.45,3219.285764,5500,0
C11798,1,4063.49,4936.506976,1600,391.73075
C11799,1,0,975.508088,8000,949.437186
C11800,1,2655.68,6173.165264,8300,6263.883768
C11801,1,3177.21,2658.629277,7500,0
C11802,0.636364,137.84,234.444295,10000,0
C11803,1,1099.19,1181.316469,4000,0
C11804,0.8,1358.2,310.912113,1500,0
C11805,1,1040.74,1746.018537,2500,0
C11806,1,2768.93,2605.175646,10500,0
C11807,0.454545,117,346.311752,7950,0
C11808,1,391.14,889.86432,7000,987.378841
C11809,0.090909,0,0,3000,2861.967408
C11810,1,2280,2216.561982,4500,0
C11811,0.545455,783.83,1778.900698,7000,315.342982
C11813,1,3751.42,4001.942901,9000,0
C11814,1,10709.17,11381.63396,15000,0
C11815,1,2545.37,1663.976007,13500,994.391034
C11816,1,1210.31,8138.429479,7500,1817.321515
C11817,0.545455,435.14,3334.754054,1800,0
C11818,1,276.72,667.764492,1800,0
C11819,1,9736.61,15824.73587,9000,2965.656802
C11820,1,0,9874.465723,14000,7665.092756
C11821,0.454545,119.8,297.276499,4500,0
C11822,1,1387.52,1564.459934,3000,1442.587409
C11823,1,2476.31,4061.48987,3500,0
C11824,1,1976.32,1828.116915,4500,0
C11825,1,14300.98,13535.67697,18000,0
C11826,0.909091,45.65,1293.650192,1000,0
C11827,1,4850.35,2740.09442,15500,0
C11828,1,280.09,1575.457164,1500,0
C11829,1,523.19,2167.822526,11500,1116.370312
C11830,0.818182,445.46,2875.999728,2600,0
C11831,1,1449.48,1695.90191,10500,0
C11832,1,2776.09,4177.324826,10500,0
C11833,1,685,559.813964,1200,0
C11834,0.888889,0,331.450159,6000,5585.815801
C11835,0.909091,4536.48,5981.014712,4000,0
C11836,1,0,1381.061656,1500,1353.576787
C11837,1,0,1089.772516,8500,1692.520703
C11838,1,0,6834.695342,10000,11405.73425
C11839,0.545455,0,559.499889,2500,317.505521
C11840,1,1027.01,1181.14154,2200,314.032321
C11841,1,1528.12,3624.231423,15500,5187.258558
C11842,0.909091,2132.7,1731.530778,10000,0
C11843,1,0,528.262752,1500,99.670323
C11844,1,4439.11,2546.344149,6500,0
C11845,1,232.8,1473.641228,3000,331.57572
C11846,1,0,684.599962,1800,1024.351429
C11847,1,569.91,1345.099869,4500,520.844673
C11848,1,656.2,1481.910221,4500,117.482021
C11849,1,0,662.387331,8500,271.093275
C11850,1,322.29,482.355548,1200,0
C11851,1,2971.56,2238.594868,13500,0
C11852,1,376.04,1037.958748,3000,0
C11853,0.272727,151.33,450.83685,5000,0
C11854,1,339.75,2163.154746,10500,0
C11855,1,0,1685.554741,12000,1282.985376
C11856,1,1788.1,492.184722,1500,0
C11857,1,1394.93,2635.439016,5000,0
C11858,1,25.26,503.196519,3100,452.803657
C11859,1,0,4119.519203,6500,943.90775
C11860,1,0,340.239419,1500,163.855122
C11861,1,0,1863.404442,7500,2529.901587
C11862,1,0,540.406147,1700,210.417767
C11863,1,807.72,1019.454819,1500,0
C11864,0.363636,519,663.651176,4000,2865.942873
C11865,1,363.18,704.24077,2000,0
C11866,1,1074.29,1075.317643,5000,0
C11867,0.909091,151.64,337.890842,1500,0
C11868,1,154.53,664.112193,2500,879.540473
C11869,1,99.75,2224.187609,6000,0
C11870,1,0,2422.095104,5500,1682.146822
C11871,1,0,8559.584636,8000,3197.181617
C11872,1,105,329.582826,4000,0
C11873,1,663.04,560.757972,2500,1953.192558
C11874,1,1067.85,1480.49182,10000,0
C11875,1,1340.83,586.263693,2000,0
C11876,1,100,689.279807,1700,270.57595
C11877,1,6133.01,4054.579469,12500,1895.60877
C11878,1,0,789.692304,4000,1853.517071
C11879,0.090909,0,0,1200,94.535691
C11880,1,431.96,740.165746,2500,0
C11881,1,846.06,922.71497,9000,0
C11882,1,361,1018.197785,1800,291.278909
C11883,1,2559.41,827.889811,4000,0
C11884,1,3393.73,1331.175753,10000,0
C11885,0.272727,0,181.018701,3500,1423.527628
C11886,1,1219.85,2250.036431,5000,172.656204
C11887,1,2537.67,1045.881353,7000,0
C11888,0.909091,747.55,282.956764,2500,0
C11889,1,674.85,1390.662933,5500,1129.296969
C11890,0.363636,241.27,557.897488,2500,0
C11892,1,0,1030.120113,5000,2117.809244
C11893,1,209.07,1543.541917,11500,7545.629864
C11894,0.545455,415.04,485.108353,7500,0
C11895,0.818182,918.6,1129.696171,7500,0
C11896,1,612.1,1920.45776,12000,2735.148792
C11897,1,5219.95,3984.42893,7500,0
C11898,0.454545,638.61,2529.45977,12000,0
C11899,0.636364,736.91,960.373775,6000,0
C11900,1,55.49,1221.513652,1000,0
C11901,1,878.64,654.24428,1200,155.804123
C11902,1,279.36,3140.402423,6000,905.982826
C11903,1,4974.27,6752.531183,5000,0
C11904,0,369.36,431.443959,1500,0
C11905,1,2196.54,1410.009813,1000,0
C11906,1,2352,1863.944131,12500,389.680166
C11907,0.5,0,543.82992,1500,465.455995
C11908,0.909091,828.14,903.603701,2600,0
C11909,1,508.94,478.833594,3000,0
C11910,1,319.62,597.96043,3500,0
C11911,1,400,886.663668,3000,0
C11912,1,5596.11,17068.96724,16000,2790.317276
C11913,1,820.42,757.327536,3000,879.324856
C11914,1,104,732.471319,6000,91.406322
C11915,1,66.49,967.657856,3000,457.611102
C11916,1,358.91,338.79121,5000,0
C11917,1,0,718.95107,9000,8264.603438
C11918,1,2465.92,955.30285,12000,90.363202
C11919,1,0,1376.688305,10500,4169.593183
C11920,0.909091,286.4,435.600387,8500,91.341961
C11921,1,653.21,276.166583,3000,0
C11922,1,2481.64,2261.352187,4000,0
C11924,1,226.9,1391.068932,1200,666.779555
C11925,0.454545,502.33,844.120402,2500,0
C11926,1,996.64,2034.929239,14500,3632.137219
C11927,1,320.72,863.485864,1200,0
C11928,0.5,0,707.767429,3000,2831.836214
C11929,1,2102.51,4711.567357,15000,3536.320402
C11930,0.272727,550.08,1104.875573,6000,0
C11931,1,0,276.630198,1500,55.212259
C11932,1,3975,2386.982592,4000,0
C11933,0.818182,2228.35,1842.340524,12000,0
C11934,1,0,3303.660591,1200,2156.577132
C11935,1,345.66,383.914659,1000,0
C11936,1,0,721.897274,1500,503.562164
C11937,1,954.15,283.608489,1200,0
C11938,1,389.24,371.314009,8500,0
C11939,0.909091,0,240.088742,1200,1110.807913
C11940,1,636.15,837.801642,10000,0
C11941,0.272727,581.21,1333.87748,4000,0
C11942,1,1585.79,338.977714,3000,0
C11943,1,1194.15,2121.026757,4050,1074.785954
C11944,0.818182,90.51,1240.766161,6500,0
C11945,1,109.16,598.08223,6000,4586.702891
C11946,1,744.09,652.002188,7500,0
C11947,1,717.14,1372.959063,12500,0
C11948,0.272727,0,3902.376688,10000,1871.859929
C11949,0.636364,1160.65,1113.408654,13000,0
C11950,1,421.04,1386.413639,4000,0
C11951,0.545455,329.38,1034.7342,10500,0
C11952,1,0,171.694194,1500,1377.191285
C11953,0.545455,615.16,1560.047704,14000,0
C11954,1,1260.13,1556.574701,6500,0
C11955,1,3278.42,2726.198575,6000,0
C11956,1,45.45,511.525617,4000,1654.212185
C11957,1,0,341.940624,2100,74.812657
C11958,1,233.31,310.700827,1500,1432.955059
C11959,1,1304.96,625.414678,7500,18.427395
C11960,0.909091,1035.05,1336.493092,3000,0
C11961,1,94,254.733329,5500,0
C11962,0.636364,82.04,139.914571,2000,0
C11963,1,0,996.182712,9500,3256.756231
C11964,1,3005.89,1245.201203,5500,0
C11965,1,4474.43,9481.484058,5500,1508.526487
C11966,1,0,2645.690806,8500,3990.963781
C11967,1,0,7189.695757,6500,6022.786892
C11968,1,1886.21,2089.598011,3000,0
C11969,1,202.31,1384.838966,9500,1564.285475
C11970,0.727273,999.19,2181.215224,7500,0
C11971,1,794.1,4897.570343,9500,8095.180408
C11972,1,517.08,477.482016,1200,0
C11973,1,438.22,336.521212,3000,0
C11974,1,5539.68,3597.677582,6000,0
C11975,0.818182,670.5,9221.922948,7000,5603.126858
C11976,1,760.36,371.387459,2500,0
C11977,1,1522.72,4419.287987,9500,1905.919704
C11978,1,0,1408.880515,3500,909.986628
C11979,1,1085.85,1572.554124,6000,1252.18184
C11980,1,1366.74,495.133413,6300,0
C11981,1,0,1476.335057,8000,5051.791781
C11982,1,0,3933.35535,13000,2108.302563
C11983,1,529.34,467.463129,1200,1108.666511
C11984,1,478.28,635.314875,2400,945.547556
C11985,1,294.75,6445.786897,4000,4945.02074
C11986,1,0,2535.922657,9500,4158.61262
C11987,1,98,1304.362846,7000,3320.07679
C11988,1,417.96,472.60055,2000,0
C11989,0.818182,143.36,1377.984542,1500,736.547491
C11990,1,0,395.486928,1500,170.376441
C11991,1,419.56,473.166128,3000,0
C11992,1,612,2483.286273,2500,2197.163192
C11993,1,296.4,631.025111,6000,0
C11994,1,0,458.841298,1950,259.91508
C11995,0.5,0,316.025009,7000,6634.23196
C11996,1,0,1566.483167,2500,2123.721395
C11997,1,0,152.324616,1500,36.202957
C11998,1,878.11,1987.085155,15000,5247.419951
C11999,1,0,613.553141,5000,9579.677222
C12000,0.363636,0,851.637227,6500,498.463933
C12001,1,176.73,197.074177,5000,0
C12002,0.875,280,1914.038297,3000,2276.320971
C12004,1,45.65,351.864266,1500,0
C12005,0.5,280.24,6684.559773,11000,1295.246094
C12006,1,7194.53,12487.36815,15500,14200.89313
C12007,1,1885.94,1625.320799,8500,2099.802521
C12008,1,918.67,258.034145,1800,0
C12009,1,702.4,1184.723606,7500,0
C12010,0.727273,125,125.140043,3000,0
C12011,1,1455.97,1380.904206,1800,0
C12012,1,518.17,1049.378278,4000,1257.241177
C12013,1,0,674.881553,4000,2461.891684
C12014,0.727273,0,5126.650633,3666.666667,1552.832951
C12015,1,217.9,832.687649,7500,0
C12016,1,5189.51,5851.06442,7500,0
C12017,1,2090.47,1718.461993,15000,1153.665768
C12018,1,15.4,255.103798,200,182.66132
C12019,1,662.4,367.258695,1000,0
C12020,1,711.72,1303.904127,8500,6498.711722
C12021,1,102.48,561.592591,3000,0
C12022,1,2173.99,1828.965006,8500,0
C12023,1,286.19,911.371697,1700,0
C12024,1,9683.28,6084.947427,12500,0
C12025,1,32,2266.903508,9000,1859.42106
C12026,1,360,2312.470872,5000,3180.893742
C12027,1,486.01,544.044265,7000,0
C12028,1,0,276.73092,1200,18.482296
C12029,1,0,1117.714796,2100,381.541722
C12030,1,243.48,152.754759,1500,0
C12031,1,2083.25,641.03397,6000,0
C12032,0.363636,17.8,9858.055448,2500,2429.819782
C12033,0.545455,266.25,338.565785,7500,0
C12034,0.875,0,2986.36061,2500,4444.646515
C12035,1,1695,2194.901135,2000,90.775238
C12036,1,1103.86,667.73252,6500,0
C12037,0.545455,0,555.202392,4000,3853.339512
C12038,1,922.64,912.762084,9500,0
C12039,1,333.08,1113.279765,12500,72.049232
C12040,1,363.52,383.100848,9100,0
C12041,0.181818,96.12,102.848649,1500,0
C12042,1,2437.8,2204.789548,7500,0
C12043,1,55,579.527874,3000,315.402389
C12044,1,1500,675.426241,3000,0
C12045,0.545455,921.18,892.146005,4500,0
C12046,1,1370.21,19143.03225,12000,8527.393281
C12047,1,0,1462.710828,10000,707.984403
C12048,1,987.23,1081.54001,2500,0
C12049,0.909091,3724.25,6486.900601,4000,72.477223
C12050,1,0,510.126277,3500,1546.052817
C12051,1,0,10720.57047,9000,8419.83327
C12052,1,420.89,616.193938,1000,0
C12053,1,674.57,830.768021,1600,0
C12054,1,15704.04,14399.70318,3000,0
C12055,1,98,554.101761,1800,240.304769
C12056,1,963.21,622.542212,2100,0
C12057,0.818182,161.5,2333.389981,3700,765.748489
C12058,0.272727,37.65,88.090034,7500,0
C12059,0.777778,1014.21,938.36331,1500,268.071098
C12060,1,1823.5,792.597997,7100,236.898897
C12061,1,0,404.150829,1600,152.14064
C12062,1,293.5,215.258602,1500,0
C12063,0.272727,0,7705.86499,18000,3623.583341
C12064,1,0,2335.88734,10000,2286.927789
C12065,1,0,542.414342,1950,156.097738
C12066,1,0,1910.836769,11000,4713.978717
C12067,1,1003.95,2218.323066,11000,0
C12068,1,1115,268.295902,1800,0
C12069,1,32.35,1262.608728,14000,0
C12070,1,704.4,810.831681,1200,61.069589
C12071,0.857143,0,390.289118,4200,3854.441191
C12072,1,1234.5,206.102367,3000,0
C12073,1,463.01,254.635576,1000,546.682275
C12074,0.727273,581.8,2088.919798,8500,0
C12075,1,1159.15,5978.807577,4750,0
C12076,1,485.6,478.461522,4500,0
C12077,1,0,7823.096006,8000,3618.304773
C12078,1,9321.13,7303.897866,15000,0
C12079,1,1907.96,2766.13064,10000,727.608789
C12080,0.272727,246.75,7103.026842,11000,0
C12081,1,1875.54,772.320791,3900,598.035427
C12082,1,0,519.343097,7000,2504.271338
C12083,1,320.8,2036.371171,10000,9733.258025
C12084,1,245,1660.561025,1500,0
C12085,1,689.4,328.171066,3500,0
C12086,1,1658.81,3051.991292,1000,804.558218
C12087,1,6562.24,6240.58958,8000,0
C12088,1,9362.96,7079.1781,7500,0
C12089,0.181818,60,1042.001588,11000,0
C12090,1,114.49,0,7500,0
C12091,1,1497.02,475.066734,4000,1112.647386
C12092,0.909091,3721.39,4004.905569,4000,0
C12093,0.636364,403.3,1318.460544,7500,0
C12094,1,1029.94,2221.896121,2000,0
C12095,1,720.48,2473.619496,2300,1143.146657
C12096,1,807.66,699.466354,16000,0
C12097,1,1207.24,3130.304246,7000,3064.470065
C12098,1,0,593.781355,1500,468.62986
C12099,1,0,1431.650735,4500,848.032831
C12100,1,299.83,559.708549,1800,113.720261
C12101,1,0,1400.282454,7500,1648.096839
C12102,0.625,86.1,447.991795,4500,4106.834043
C12103,1,2527.04,1461.368469,5000,2056.332882
C12104,1,150,360.303696,1200,0
C12105,1,469.92,716.423692,1000,0
C12107,1,69,1483.636625,1200,1147.361897
C12108,1,2,4678.254753,2500,5246.296449
C12109,1,529,914.280246,6000,3082.913762
C12110,1,5848.99,9006.196318,5000,3503.547107
C12111,1,1937.7,2100.802868,2000,0
C12112,0.9,158.2,756.247099,6000,5391.599959
C12113,1,0,308.886492,1500,92.841595
C12114,0.909091,0,5709.181577,4500,200.125461
C12115,1,5930.99,12493.77894,11500,0
C12116,0.545455,92.46,127.082375,300,0
C12117,1,324.18,950.735955,9500,0
C12118,1,5747.76,4901.164291,8000,0
C12119,1,4342.07,3903.861413,11000,0
C12120,0.363636,0,384.809455,3000,2768.870906
C12121,1,329.9,905.863527,1800,0
C12122,1,90.01,943.446254,8000,1804.826917
C12124,1,3805.44,3818.15076,1500,0
C12125,0.142857,554.16,0,1200,292.924759
C12127,1,0,2489.260383,3000,1936.205406
C12128,0.857143,0,266.472386,10000,4946.958466
C12129,1,19.98,593.220384,5500,0
C12130,1,205.89,501.655195,1600,0
C12131,1,44.7,7821.035049,9000,4765.916305
C12132,1,98.08,523.235492,1500,0
C12133,1,1567.25,1541.979811,7000,0
C12134,0.818182,4240.41,6360.427012,6000,0
C12135,1,698.91,684.699102,5000,79.010038
C12136,1,0,1252.775151,6500,3481.529635
C12137,1,4537.12,2689.043472,2500,0
C12138,1,247.31,1016.490545,4000,823.112588
C12139,0.272727,55.5,318.843744,1200,0
C12140,1,4574.79,5097.91073,9500,2604.900847
C12141,0.818182,0.01,4022.440372,3000,5567.596649
C12142,1,355.16,357.776573,2500,0
C12143,1,5132.08,11454.46623,10000,0
C12144,1,712.87,801.18565,4500,0
C12145,1,972.09,2025.270282,10500,2590.575082
C12146,1,673.15,1907.16983,12000,6076.961711
C12147,1,2238,1985.047114,6500,0
C12148,1,3111.44,1648.50704,6000,0
C12149,1,0,932.601452,7500,1166.982711
C12150,1,3150,2694.972436,2500,0
C12151,1,57,295.373115,1200,0
C12152,1,560.98,1039.000037,10100,2008.153534
C12153,0.454545,1138.85,3763.240294,4500,4044.377495
C12154,1,4029.24,2343.311066,12500,0
C12155,1,0,805.79629,6500,1820.493358
C12156,1,465.36,1772.157134,12000,1609.506076
C12157,0.571429,0,2456.797947,1500,1434.138511
C12158,1,4911.41,10079.38741,6000,10629.80756
C12159,1,180,330.620032,1000,0
C12160,1,1348.08,1196.209266,12000,0
C12161,1,4767.11,3774.693285,6000,3621.840163
C12162,0.9,0,684.398658,9500,470.00055
C12163,0.666667,0,80.190719,1200,1176.86169
C12164,1,143.12,289.967312,1200,0
C12165,0.636364,266.71,477.592124,2000,0
C12166,1,0,1083.406473,6000,954.822692
C12167,1,0,20500.17323,11500,15081.6956
C12168,0.545455,717.92,628.811269,13000,0
C12169,1,652.13,385.145146,6000,0
C12170,1,72.84,467.674193,3000,0
C12171,1,0,622.529592,3000,354.346012
C12172,1,0,1339.9697,8500,3190.532048
C12173,1,852.26,643.541055,18500,0
C12174,1,0,714.012374,1800,369.256964
C12175,1,2310.21,1871.658725,3000,0
C12176,1,888.85,1134.356357,3500,0
C12177,1,0,634.788341,2100,211.099323
C12178,1,1827.62,1731.206869,1200,0
C12179,1,796.11,807.665219,6000,0
C12180,1,2461.9,1041.825559,5000,202.816167
C12181,1,2055.13,1631.166246,7500,0
C12182,1,1122.17,1138.136359,6000,0
C12183,1,0,338.019603,1800,960.917825
C12184,1,0,1009.40361,4500,1378.856373
C12185,1,0,385.290048,3000,2397.676198
C12186,1,0,1127.493221,6500,4328.32727
C12187,0.909091,0,1656.765938,1500,1454.884966
C12188,1,568.3,902.082618,3000,0
C12189,1,94.7,350.850434,1200,187.817003
C12190,1,875.05,1261.11301,2600,0
C12191,1,2252.77,2018.393951,10000,0
C12192,0.818182,477.5,591.867645,3000,0
C12194,1,1060.99,1162.790308,1300,0
C12195,0.909091,739.98,1167.353193,9500,0
C12196,1,3866.29,3688.890803,7500,0
C12197,1,83,568.336744,2500,481.39493
C12198,1,0,2955.428583,7500,3217.327939
C12199,1,3157.86,3291.320691,7000,0
C12200,1,60,111.559902,2300,0
C12201,1,84,91.67226,1000,0
C12202,1,279,426.263702,1400,0
C12203,1,1664.95,1458.490552,4000,0
C12204,0.727273,344.86,1499.598264,8500,0
C12205,1,1849.26,1522.895942,7000,0
C12206,1,0,685.053764,3000,139.395627
C12207,1,1674.11,1166.117797,11500,0
C12208,0.818182,2569.94,3362.877104,5000,186.415123
C12209,0.1,153.11,0,9000,0
C12210,1,6814.47,1917.817732,13000,0
C12211,0.727273,843.03,1312.375596,2200,0
C12212,1,78.47,3799.466293,8500,332.13781
C12213,1,4019.28,3728.70891,4500,0
C12214,1,542.96,195.490243,2500,268.410928
C12215,0.818182,0,2804.403394,3000,3923.427657
C12216,1,0,568.212802,6500,914.794214
C12217,1,435.08,3796.014359,7500,0
C12218,0.818182,197,224.836018,1000,0
C12219,1,2514.74,964.935365,5500,3444.750251
C12220,1,714.68,1649.118645,5000,726.955255
C12221,1,802.1,710.240283,13000,0
C12222,1,0,715.12033,4500,1673.75234
C12223,1,0,944.591497,3000,257.147835
C12224,1,2635.9,951.372467,4500,0
C12225,1,1699.87,2096.121508,1800,0
C12226,1,431.93,39048.59762,19600,47137.21176
C12227,0.272727,780,196.173726,3200,0
C12228,1,839.14,362.337779,6000,0
C12229,1,1850.23,1826.882329,14000,0
C12230,0.818182,50,3389.03546,3500,457.650652
C12231,1,1967.86,1413.122627,11500,0
C12232,1,1313.26,1129.248446,11500,0
C12233,1,0,574.233323,1800,253.554601
C12234,1,0,846.397004,5000,382.272435
C12235,0.636364,504,818.64282,2500,0
C12236,1,493.5,3308.04995,4000,0
C12237,0.181818,133.16,0,16000,0
C12238,0.909091,0,3263.474102,1600,3700.154118
C12239,1,1907.2,2111.91778,9500,0
C12240,1,0,371.902953,1200,76.027194
C12241,0.625,0,138.855523,5000,3771.115165
C12242,1,552.09,601.430928,12000,0
C12243,0.909091,284.13,274.729879,4000,0
C12244,1,2402.64,2022.102581,8500,0
C12246,0,174.12,0,4000,0
C12247,1,548,1158.922139,5000,660.523355
C12248,1,0,746.145517,2100,510.618121
C12249,1,250,864.527484,3000,2804.350229
C12250,1,883.94,2790.54214,6000,0
C12251,1,1650.52,1916.054676,2500,1025.434108
C12252,1,0,773.831303,3000,185.909531
C12253,1,1015.91,938.131271,10500,0
C12254,0.545455,237.99,543.788113,4500,0
C12255,1,1261.99,18.496532,3000,0
C12256,1,2405.97,2105.342196,10000,0
C12257,1,0,1748.960475,6000,2744.808962
C12258,1,0,1927.253932,3500,3130.155158
C12260,1,0,281.884143,2500,1259.175202
C12261,1,0,658.61387,3000,256.100571
C12262,1,160,692.776517,3000,2956.595415
C12263,1,1,944.992262,7000,859.297788
C12264,0.818182,542.94,955.283993,4000,0
C12265,0.818182,0,1599.792795,13000,9596.316702
C12266,1,958.73,1187.648889,1500,0
C12267,1,59.4,1502.934235,10000,2734.176725
C12268,0.181818,273.8,174.52575,5500,0
C12269,1,0,1003.664133,4000,2506.67355
C12270,0.727273,282.62,388.872739,6000,0
C12271,1,73.8,514.586639,2000,595.036388
C12272,1,2289.92,2065.553347,10500,0
C12273,1,3591.81,8438.775135,10450,554.07167
C12274,1,3387.47,1312.481879,8500,0
C12275,1,793.1,1261.909483,10000,6245.023709
C12276,0.818182,254.37,206.073166,4000,0
C12277,1,2338.83,6545.07776,7500,1959.553078
C12278,1,324.6,320.218246,3000,0
C12279,1,90,1566.916181,11150,4032.071583
C12280,1,0,540.400104,1500,442.372527
C12281,1,2217.94,3075.113742,10500,3533.146705
C12282,1,22.68,906.092735,11500,0
C12283,1,8.4,1001.17541,7500,0
C12284,1,0,1868.475426,6500,3454.101774
C12285,0.5,1109.91,2137.485075,9500,0
C12286,0.909091,2555.91,12020.18009,5000,0
C12287,1,2289.42,2184.371316,9500,0
C12288,0.909091,565,2511.315474,2200,0
C12289,1,2061.55,2200.93868,8500,0
C12291,1,0,192.787345,4000,0
C12292,1,184.68,2837.204108,2900,0
C12293,0.2,55.55,0,6000,0
C12294,1,0,559.556519,1800,243.61411
C12295,1,2746.84,2562.579256,2500,0
C12296,1,1219.39,4115.217914,2000,4473.3497
C12297,1,0,279.782836,1500,126.637116
C12298,0.5,318.79,603.896667,6000,0
C12299,1,0,50.406698,600,68.919596
C12300,1,872.94,721.050386,10000,0
C12301,0.090909,388.54,377.974097,12000,0
C12302,1,1798.66,1156.783897,9000,1569.577102
C12303,0.818182,279.56,347.911693,3000,0
C12304,1,0,538.443435,2000,157.152652
C12305,1,2417.91,3468.393326,8000,3508.775536
C12306,1,826.77,1182.627097,1500,0
C12307,1,0,161.400987,1000,45.026228
C12308,0.818182,916.46,2243.559789,10500,0
C12309,1,251.38,2853.276447,7500,506.605228
C12310,1,0,15884.69746,12000,17278.53864
C12311,1,1196.35,1597.772035,5500,0
C12312,1,1443.33,1027.149996,6000,0
C12313,0.545455,400,137.20573,4000,0
C12314,1,899.58,850.186851,2500,450.252732
C12315,1,1224.99,1130.359054,7500,0
C12316,1,0,3633.579097,1800,3936.354616
C12317,1,112.57,595.55337,1800,70.564078
C12318,1,0,1373.649725,2000,2034.69483
C12319,1,1245.33,1287.745322,7000,2697.454999
C12320,1,140.2,432.72779,6500,0
C12321,0.727273,3618.19,3570.597218,15000,0
C12322,1,270.97,1293.523382,10000,0
C12323,1,792.14,397.388693,1500,0
C12324,1,453.91,350.387978,6000,927.939586
C12325,1,654,1149.733036,2400,0
C12326,1,540,2136.389192,4000,0
C12327,1,1910.13,5142.624134,13000,0
C12329,1,687.97,2358.946309,7500,3406.90934
C12330,1,5835.57,6083.426724,9000,0
C12331,1,1060,189.106448,2100,0
C12332,1,11507.4,10414.467,10500,0
C12333,1,290,326.635918,6000,0
C12334,1,80,1963.299182,15000,1147.891529
C12335,1,45.65,335.809644,1000,19.995297
C12336,1,6842.23,5588.683151,3500,0
C12337,0.5,211.22,1664.863771,3500,3214.78962
C12338,1,470.54,11721.86573,10000,8753.243163
C12339,1,1450,397.090516,1500,0
C12340,1,170.07,248.81801,6000,0
C12341,0.727273,105.78,199.171196,3500,0
C12342,1,330.89,703.005516,6000,2649.967098
C12343,1,897.42,965.182597,7000,0
C12344,1,0,317.211622,1500,72.681585
C12345,0.636364,316.78,1308.806298,4500,0
C12346,0.363636,426.83,195.490843,6000,0
C12347,1,4340.42,16616.23528,11500,7028.901031
C12348,1,1672.35,1437.155317,5500,310.806852
C12349,1,448.07,3537.693441,3000,3474.764847
C12350,0.909091,219.37,216.850592,6000,0
C12351,1,724.83,1462.037592,1500,0
C12352,0.636364,29.6,1576.039085,6000,838.60032
C12353,1,144.49,348.50421,1500,0
C12354,1,252,833.515706,1800,0
C12355,1,788.14,1041.707049,9000,0
C12356,1,1141.24,1225.983876,1200,0
C12357,1,2702.57,1942.140315,3000,0
C12358,1,1286.34,1470.711716,2100,0
C12359,1,2469.28,1226.857482,8000,5839.680075
C12360,0.272727,161.5,912.737392,3000,0
C12361,1,96.2,326.168469,9000,0
C12362,1,2329.12,812.097275,5500,0
C12363,1,0,323.642185,1500,37.691257
C12364,1,1083.12,383.231247,4000,0
C12365,0.727273,1155.4,1264.974166,2000,0
